"type","ssvid","timestamp","shipname","callsign","lat","lon","speed"
"AIS.19","150400453",2022-02-18 02:45:56,"FUYUANYU 715",NA,-45.554885,-60.2762016666667,0.7
"AIS.19","150400453",2022-04-20 02:26:41,"FUYUANYU 715",NA,-46.62654,-60.070345,0.4
"AIS.19","150400453",2022-07-04 02:29:53,"FUYUANYU 715",NA,-46.468675,-60.4671883333333,1.1
"AIS.19","150400453",2022-01-16 18:10:40,"FUYUANYU 715",NA,-45.8105016666667,-60.4559983333333,1.3
"AIS.19","150400453",2022-05-02 04:13:44,"FUYUANYU 715",NA,-45.9396933333333,-60.2056016666667,0.8
"AIS.19","150400453",2022-01-02 17:05:32,"FUYUANYU 715",NA,-45.479725,-60.1772833333333,1.1
"AIS.19","150400453",2022-05-19 12:33:33,"FUYUANYU 715",NA,-45.5838516666667,-60.2066566666667,1.3
"AIS.19","150400453",2022-06-27 07:25:03,"FUYUANYU 715",NA,-45.7465516666667,-60.0982833333333,1
"AIS.19","150400453",2022-06-22 04:39:20,"FUYUANYU 715",NA,-46.2787733333333,-60.3473066666667,0.7
"AIS.19","150400453",2022-06-26 15:18:28,"FUYUANYU 715",NA,-45.95256,-60.14432,1.5
"AIS.19","150400453",2022-02-28 08:14:58,"FUYUANYU 715",NA,-46.2111766666667,-59.3088666666667,1.2
"AIS.19","150400453",2022-05-11 21:08:00,"FUYUANYU 715",NA,-45.4616583333333,-60.121305,0.7
"AIS.19","150400453",2022-02-24 04:52:14,"FUYUANYU 715",NA,-45.6651266666667,-60.3030633333333,0.2
"AIS.19","150400453",2022-05-18 23:45:09,"FUYUANYU 715",NA,-45.6711266666667,-60.1325816666667,1.1
"AIS.19","150400453",2022-01-14 06:10:48,"FUYUANYU 715",NA,-45.604925,-60.4533183333333,0.9
"AIS.19","150400453",2022-01-12 03:30:07,"FUYUANYU 715",NA,-45.7267266666667,-60.5558116666667,0.8
"AIS.19","150400453",2022-02-05 01:43:17,"FUYUANYU 715",NA,-45.3114716666667,-60.3707916666667,0.9
"AIS.19","150400453",2022-06-26 21:24:45,"FUYUANYU 715",NA,-45.9046733333333,-60.1966266666667,0.9
"AIS.19","150400453",2022-06-27 00:48:48,"FUYUANYU 715",NA,-45.8671316666667,-60.1510066666667,0.9
"AIS.19","150400453",2022-06-18 05:16:04,"FUYUANYU 715",NA,-46.168875,-60.2339516666667,1.3
"AIS.19","150400453",2022-01-18 04:12:29,"FUYUANYU 715",NA,-46.0522383333333,-60.6444316666667,0.5
"AIS.19","150400453",2022-03-13 02:45:59,"FUYUANYU 715",NA,-45.919415,-60.2096816666667,0.3
"AIS.19","150400453",2022-07-14 05:50:45,"FUYUANYU 715",NA,-46.53636,-60.5348483333333,0.6
"AIS.19","150400453",2022-03-04 03:31:46,"FUYUANYU 715",NA,-45.828035,-60.3424716666667,0.7
"AIS.19","150400453",2022-06-06 04:03:05,"FUYUANYU 715",NA,-45.8551616666667,-60.1856166666667,1.4
"AIS.19","150400453",2022-01-13 21:52:34,"FUYUANYU 715",NA,-45.63097,-60.6115116666667,4.4
"AIS.19","150400453",2022-06-18 11:10:14,"FUYUANYU 715",NA,-46.0399183333333,-60.233205,2
"AIS.19","150400453",2022-05-11 14:13:16,"FUYUANYU 715",NA,-45.8043583333333,-60.1343533333333,4.5
"AIS.19","150400453",2022-04-22 19:38:28,"FUYUANYU 715",NA,-45.2333116666667,-60.0450716666667,9.7
"AIS.19","150400453",2022-06-10 21:41:09,"FUYUANYU 715",NA,-46.7726933333333,-58.6569866666667,9.5
"AIS.19","150400453",2022-01-20 11:24:14,"FUYUANYU 715",NA,-45.2326566666667,-60.45711,4.3
"AIS.19","150400453",2021-12-31 11:01:02,"FUYUANYU 715",NA,-45.16791,-60.2225783333333,8
"AIS.19","150400453",2022-06-28 02:44:21,"FUYUANYU 715",NA,-46.106295,-60.268925,0.9
"AIS.19","150400453",2022-07-08 06:23:13,"FUYUANYU 715",NA,-46.63877,-60.65226,1.3
"AIS.19","150400453",2022-06-13 13:27:21,"FUYUANYU 715",NA,-45.690285,-60.1097083333333,3.4
"AIS.19","150400453",2022-07-18 14:50:33,"FUYUANYU 715",NA,-44.5660383333333,-58.5849966666667,6.4
"AIS.19","150400453",2022-04-27 06:20:52,"FUYUANYU 715",NA,-45.817935,-60.1550116666667,8.6
"AIS.19","150400453",2022-05-25 04:47:29,"FUYUANYU 715",NA,-45.7181883333333,-60.08309,2.1
"AIS.19","150400453",2022-04-12 14:36:59,"FUYUANYU 715",NA,-45.5532783333333,-60.0963266666667,4.4
"AIS.19","150400453",2022-01-17 14:47:23,"FUYUANYU 715",NA,-45.556635,-60.5647466666667,7.7
"AIS.19","150400453",2022-03-26 19:56:05,"FUYUANYU 715",NA,-45.1327566666667,-60.0515383333333,3.5
"AIS.19","150400453",2022-07-04 11:48:13,"FUYUANYU 715",NA,-46.3870866666667,-60.3305383333333,1.8
"AIS.19","150400453",2022-04-29 16:55:45,"FUYUANYU 715",NA,-45.23838,-60.0265483333333,4.5
"AIS.19","150400453",2022-06-25 07:57:54,"FUYUANYU 715",NA,-46.3656333333333,-60.3327266666667,3.1
"AIS.19","150400453",2022-05-14 20:17:05,"FUYUANYU 715",NA,-45.379195,-59.972305,2.3
"AIS.19","150400453",2021-12-23 12:32:21,"FUYUANYU 715",NA,-45.3443183333333,-60.5447783333333,3.8
"AIS.19","150400453",2022-06-10 17:16:37,"FUYUANYU 715",NA,-47.0783916666667,-57.9042783333333,2.1
"AIS.19","150400453",2022-03-08 03:35:10,"FUYUANYU 715",NA,-45.2950916666667,-60.0087,8.4
"AIS.19","150400453",2022-01-19 02:14:23,"FUYUANYU 715",NA,-45.405545,-60.5835066666667,4.2
"AIS.19","150400453",2022-04-18 20:37:34,"FUYUANYU 715",NA,-46.3065233333333,-60.1204416666667,7.5
"AIS.19","150400453",2022-07-03 14:04:44,"FUYUANYU 715",NA,-46.0985533333333,-60.2143066666667,3.5
"AIS.19","150400453",2022-06-04 17:12:36,"FUYUANYU 715",NA,-45.77745,-60.1253716666667,4.2
"AIS.19","150400453",2022-03-06 16:08:03,"FUYUANYU 715",NA,-45.861085,-60.15354,2.5
"AIS.19","150400453",2022-07-20 16:28:41,"FUYUANYU 715",NA,-44.5767716666667,-59.053055,1.6
"AIS.19","150400453",2022-07-19 18:34:02,"FUYUANYU 715",NA,-44.94698,-59.17497,1.8
"AIS.19","150400453",2022-06-25 14:04:40,"FUYUANYU 715",NA,-46.1003783333333,-60.2278866666667,4.4
"AIS.19","150400453",2022-01-02 01:28:42,"FUYUANYU 715",NA,-45.36018,-60.3216433333333,9.1
"AIS.19","150400453",2022-06-11 05:48:14,"FUYUANYU 715",NA,-46.0964666666667,-60.1898116666667,7
"AIS.19","150400453",2022-04-20 00:44:40,"FUYUANYU 715",NA,-46.63058,-60.08193,6.2
"AIS.19","150400453",2022-07-23 01:31:46,"FUYUANYU 715",NA,-45.1328966666667,-59.656785,7
"AIS.19","150400453",2021-12-21 19:11:17,"FUYUANYU 715",NA,-45.33856,-60.54608,3.3
"AIS.19","150400453",2022-01-28 04:41:48,"FUYUANYU 715",NA,-45.2677666666667,-60.464475,3.4
"AIS.19","150400453",2022-02-21 19:34:34,"FUYUANYU 715",NA,-45.7168983333333,-60.6435933333333,3.7
"AIS.19","150400453",2022-06-11 13:48:45,"FUYUANYU 715",NA,-45.7914666666667,-60.1276316666667,4.6
"AIS.19","150400453",2022-07-02 14:27:11,"FUYUANYU 715",NA,-46.003745,-60.189545,4.8
"AIS.19","150400453",2022-07-05 08:13:03,"FUYUANYU 715",NA,-46.1190466666667,-60.0510483333333,1
"AIS.19","150400453",2022-06-12 19:50:29,"FUYUANYU 715",NA,-45.7356416666667,-60.207115,1
"AIS.19","150400453",2022-06-16 22:15:04,"FUYUANYU 715",NA,-46.4763266666667,-60.4764366666667,1
"AIS.19","150400453",2022-04-15 12:43:48,"FUYUANYU 715",NA,-45.7407366666667,-60.1624033333333,1.5
"AIS.19","150400453",2022-04-15 18:49:59,"FUYUANYU 715",NA,-45.6221233333333,-60.1152883333333,1.5
"AIS.19","150400453",2022-07-15 01:46:06,"FUYUANYU 715",NA,-46.129315,-60.273545,0.6
"AIS.19","150400453",2022-05-07 01:35:32,"FUYUANYU 715",NA,-46.0977233333333,-60.2874233333333,0.6
"AIS.19","150400453",2022-01-17 06:23:00,"FUYUANYU 715",NA,-45.6351283333333,-60.4534316666667,1.2
"AIS.19","150400453",2022-06-26 20:48:43,"FUYUANYU 715",NA,-45.9092833333333,-60.2042433333333,1.2
"AIS.19","150400453",2022-07-22 11:42:47,"FUYUANYU 715",NA,-44.6998783333333,-59.3627883333333,0.7
"AIS.19","150400453",2022-06-13 13:03:17,"FUYUANYU 715",NA,-45.668585,-60.10707,3.1
"AIS.19","150400453",2022-07-07 04:52:13,"FUYUANYU 715",NA,-46.6241166666667,-60.62231,6.4
"AIS.19","150400453",2022-05-22 20:26:11,"FUYUANYU 715",NA,-46.0437166666667,-60.1920266666667,3.4
"AIS.19","150400453",2022-01-08 07:10:56,"FUYUANYU 715",NA,-45.456285,-60.5766183333333,4.3
"AIS.19","150400453",2022-01-22 16:28:37,"FUYUANYU 715",NA,-45.4264766666667,-60.5364166666667,8.8
"AIS.19","150400453",2022-01-10 17:58:40,"FUYUANYU 715",NA,-45.6508166666667,-60.60899,4.1
"AIS.19","150400453",2022-01-10 17:58:38,"FUYUANYU 715",NA,-45.6508166666667,-60.60899,4.1
"AIS.19","150400453",2022-06-02 15:14:50,"FUYUANYU 715",NA,-45.6311633333333,-60.0948816666667,4.2
"AIS.19","150400453",2022-02-03 06:32:19,"FUYUANYU 715",NA,-45.1969483333333,-60.3957933333333,3.8
"AIS.19","150400453",2022-01-11 03:45:45,"FUYUANYU 715",NA,-45.9806633333333,-60.54985,0.8
"AIS.19","150400453",2022-04-18 04:06:11,"FUYUANYU 715",NA,-44.979155,-60.0516416666667,0.8
"AIS.19","150400453",2022-06-30 01:59:46,"FUYUANYU 715",NA,-46.1623083333333,-60.3533016666667,1.3
"AIS.19","150400453",2022-07-24 19:58:18,"FUYUANYU 715",NA,-46.1621966666667,-60.357765,0.5
"AIS.19","150400453",2022-07-09 20:08:22,"FUYUANYU 715",NA,-46.5076983333333,-60.4429016666667,1
"AIS.19","150400453",2022-02-23 04:55:55,"FUYUANYU 715",NA,-45.6129783333333,-60.2955766666667,0.3
"AIS.19","150400453",2022-05-18 01:02:16,"FUYUANYU 715",NA,-45.5581933333333,-60.229475,0.3
"AIS.19","150400453",2022-04-19 01:25:58,"FUYUANYU 715",NA,-46.5668616666667,-60.0589583333333,1.4
"AIS.19","150400453",2022-01-11 06:05:30,"FUYUANYU 715",NA,-45.979765,-60.550205,1.1
"AIS.19","150400453",2022-04-15 07:55:38,"FUYUANYU 715",NA,-45.8012566666667,-60.2073033333333,0.9
"AIS.19","150400453",2022-04-27 18:21:19,"FUYUANYU 715",NA,-45.700735,-60.0805866666667,1.3
"AIS.19","150400453",2022-05-16 11:43:02,"FUYUANYU 715",NA,-45.5887366666667,-60.3197716666667,0.8
"AIS.19","150400453",2022-06-13 03:14:43,"FUYUANYU 715",NA,-45.6334883333333,-60.1191733333333,1.1
"AIS.19","150400453",2022-04-11 20:17:26,"FUYUANYU 715",NA,-45.3367133333333,-60.0404166666667,0.5
"AIS.19","150400453",2022-05-23 18:51:30,"FUYUANYU 715",NA,-45.7734566666667,-60.0466516666667,1
"AIS.19","150400453",2022-06-27 04:06:56,"FUYUANYU 715",NA,-45.810625,-60.1114366666667,1.5
"AIS.19","150400453",2022-04-22 04:01:05,"FUYUANYU 715",NA,-45.8518966666667,-60.199065,0.3
"AIS.19","150400453",2022-06-04 02:59:38,"FUYUANYU 715",NA,-46.144705,-60.2417033333333,1.2
"AIS.19","150400453",2022-04-14 05:53:12,"FUYUANYU 715",NA,-45.7196433333333,-60.1870233333333,0.7
"AIS.19","150400453",2022-01-11 04:41:26,"FUYUANYU 715",NA,-45.9799683333333,-60.5499983333333,0.5
"AIS.19","150400453",2022-04-02 19:09:31,"FUYUANYU 715",NA,-46.4872233333333,-60.41456,1
"AIS.19","150400453",2022-07-10 08:32:58,"FUYUANYU 715",NA,-46.6127183333333,-60.5686566666667,0.3
"AIS.19","150400453",2022-07-04 08:36:08,"FUYUANYU 715",NA,-46.427095,-60.37277,1.2
"AIS.19","150400453",2022-04-19 12:44:14,"FUYUANYU 715",NA,-46.5510833333333,-60.057535,1.2
"AIS.19","150400453",2022-06-24 03:25:19,"FUYUANYU 715",NA,-46.2510933333333,-60.294835,0.7
"AIS.19","150400453",2022-07-20 07:16:24,"FUYUANYU 715",NA,-44.7328633333333,-59.08784,1.4
"AIS.19","150400453",2022-05-23 18:03:29,"FUYUANYU 715",NA,-45.7857,-60.0544416666667,1.3
"AIS.19","150400453",2022-01-30 19:49:06,"FUYUANYU 715",NA,-45.9233166666667,-60.370115,0.8
"AIS.19","150400453",2022-05-17 13:07:51,"FUYUANYU 715",NA,-45.5845283333333,-60.3252083333333,0.8
"AIS.19","150400453",2022-07-07 11:04:30,"FUYUANYU 715",NA,-46.6315116666667,-60.6552966666667,0.8
"AIS.19","150400453",2022-07-20 07:10:21,"FUYUANYU 715",NA,-44.7344683333333,-59.0880216666667,1.3
"AIS.19","150400453",2022-07-16 16:59:55,"FUYUANYU 715",NA,-46.2971333333333,-60.493855,0.5
"AIS.19","150400453",2022-05-11 21:14:01,"FUYUANYU 715",NA,-45.4606033333333,-60.1212,0.7
"AIS.19","150400453",2022-04-27 04:56:39,"FUYUANYU 715",NA,-45.6253316666667,-60.1033466666667,8.3
"AIS.19","150400453",2021-12-27 19:40:00,"FUYUANYU 715",NA,-45.800765,-60.59827,3.9
"AIS.19","150400453",2022-01-20 11:48:15,"FUYUANYU 715",NA,-45.2527483333333,-60.4877033333333,4.5
"AIS.19","150400453",2022-02-13 05:36:23,"FUYUANYU 715",NA,-45.3188916666667,-60.5369566666667,3.7
"AIS.19","150400453",2022-05-15 13:05:43,"FUYUANYU 715",NA,-45.0450233333333,-60.09346,5.3
"AIS.19","150400453",2022-06-21 19:20:44,"FUYUANYU 715",NA,-46.145855,-60.231185,2.7
"AIS.19","150400453",2022-02-16 18:23:35,"FUYUANYU 715",NA,-45.1310133333333,-60.2467516666667,3.1
"AIS.19","150400453",2022-02-10 11:28:05,"FUYUANYU 715",NA,-45.27039,-60.483705,4.4
"AIS.19","150400453",2022-05-07 05:29:37,"FUYUANYU 715",NA,-46.0979083333333,-60.2871116666667,0.4
"AIS.19","150400453",2021-12-23 05:13:49,"FUYUANYU 715",NA,-45.4855333333333,-60.4187483333333,0.4
"AIS.19","150400453",2022-05-21 03:23:32,"FUYUANYU 715",NA,-46.0919033333333,-60.2316433333333,0.8
"AIS.19","150400453",2022-07-16 18:48:01,"FUYUANYU 715",NA,-46.29936,-60.5027883333333,0.8
"AIS.19","150400453",2022-07-25 14:27:01,"FUYUANYU 715",NA,-46.1633816666667,-60.3580783333333,0.8
"AIS.19","150400453",2022-07-24 02:15:51,"FUYUANYU 715",NA,-46.16223,-60.3582016666667,0.8
"AIS.19","150400453",2022-06-03 04:46:10,"FUYUANYU 715",NA,-46.07443,-60.2712483333333,1.1
"AIS.19","150400453",2022-04-19 04:01:59,"FUYUANYU 715",NA,-46.5650033333333,-60.0485983333333,0.9
"AIS.19","150400453",2022-07-16 06:47:34,"FUYUANYU 715",NA,-46.3648483333333,-60.4708833333333,0.9
"AIS.19","150400453",2022-07-03 14:10:45,"FUYUANYU 715",NA,-46.1041866666667,-60.21554,3.3
"AIS.19","150400453",2022-01-12 15:55:14,"FUYUANYU 715",NA,-45.649905,-60.6062416666667,2
"AIS.19","150400453",2022-03-25 02:57:59,"FUYUANYU 715",NA,-45.4819066666667,-60.1725883333333,8.1
"AIS.19","150400453",2022-05-28 14:53:27,"FUYUANYU 715",NA,-46.054005,-60.3355766666667,5.7
"AIS.19","150400453",2022-07-18 00:55:18,"FUYUANYU 715",NA,-45.4334666666667,-59.8243166666667,1.6
"AIS.19","150400453",2022-06-21 19:08:41,"FUYUANYU 715",NA,-46.1362133333333,-60.2278983333333,2.9
"AIS.19","150400453",2022-03-20 15:42:16,"FUYUANYU 715",NA,-45.24146,-60.0699183333333,1.9
"AIS.19","150400453",2022-06-05 16:50:20,"FUYUANYU 715",NA,-45.44563,-60.0455266666667,1.7
"AIS.19","150400453",2022-02-20 01:26:24,"FUYUANYU 715",NA,-45.6463916666667,-60.3080233333333,7.8
"AIS.19","150400453",2022-05-06 12:34:16,"FUYUANYU 715",NA,-46.421535,-60.3251466666667,4.5
"AIS.19","150400453",2022-05-06 01:51:15,"FUYUANYU 715",NA,-46.1678433333333,-60.3396516666667,8.1
"AIS.19","150400453",2022-04-28 11:21:59,"FUYUANYU 715",NA,-45.4128766666667,-60.011485,1.9
"AIS.19","150400453",2022-06-11 15:24:56,"FUYUANYU 715",NA,-45.67565,-60.1078383333333,4.4
"AIS.19","150400453",2022-05-10 20:41:50,"FUYUANYU 715",NA,-45.362525,-60.0842116666667,7.9
"AIS.19","150400453",2022-04-10 10:14:27,"FUYUANYU 715",NA,-45.7750666666667,-60.1337116666667,3.7
"AIS.19","150400453",2022-02-16 18:23:37,"FUYUANYU 715",NA,-45.1310133333333,-60.2467516666667,3.1
"AIS.19","150400453",2022-03-18 06:59:31,"FUYUANYU 715",NA,-45.6906266666667,-59.78173,1.6
"AIS.19","150400453",2022-05-13 07:45:51,"FUYUANYU 715",NA,-46.0355516666667,-60.1617016666667,2.2
"AIS.19","150400453",2021-12-29 04:19:39,"FUYUANYU 715",NA,-45.218515,-60.3434966666667,3.3
"AIS.19","150400453",2022-06-07 13:05:40,"FUYUANYU 715",NA,-45.5202366666667,-60.0770983333333,3.3
"AIS.19","150400453",2022-04-25 11:35:47,"FUYUANYU 715",NA,-43.6976083333333,-57.8042983333333,1.7
"AIS.19","150400453",2021-12-27 19:39:58,"FUYUANYU 715",NA,-45.800765,-60.59827,3.9
"AIS.19","150400453",2022-01-18 23:32:06,"FUYUANYU 715",NA,-45.5760416666667,-60.6080066666667,5.1
"AIS.19","150400453",2022-05-01 19:30:44,"FUYUANYU 715",NA,-45.0925666666667,-60.008665,4.4
"AIS.19","150400453",2022-06-02 17:39:09,"FUYUANYU 715",NA,-45.4653633333333,-60.0686633333333,4.2
"AIS.19","150400453",2022-03-15 14:40:04,"FUYUANYU 715",NA,-45.1454483333333,-60.0358,4.7
"AIS.19","150400453",2022-03-12 17:27:08,"FUYUANYU 715",NA,-45.543435,-60.1069416666667,3.4
"AIS.19","150400453",2022-04-12 19:01:32,"FUYUANYU 715",NA,-45.2406933333333,-60.0314533333333,4
"AIS.19","150400453",2022-02-13 07:06:37,"FUYUANYU 715",NA,-45.4072116666667,-60.5665933333333,3.9
"AIS.19","150400453",2022-05-14 05:40:35,"FUYUANYU 715",NA,-45.7147833333333,-60.007685,1.9
"AIS.19","150400453",2022-01-20 11:24:13,"FUYUANYU 715",NA,-45.2326566666667,-60.45711,4.3
"AIS.19","150400453",2022-02-10 13:58:27,"FUYUANYU 715",NA,-45.4259616666667,-60.562905,4.6
"AIS.19","150400453",2022-06-25 18:41:22,"FUYUANYU 715",NA,-45.7660916666667,-60.1435933333333,4.3
"AIS.19","150400453",2022-04-11 18:11:10,"FUYUANYU 715",NA,-45.470575,-60.073,4.2
"AIS.19","150400453",2022-02-17 05:13:07,"FUYUANYU 715",NA,-45.3456966666667,-60.4956566666667,4
"AIS.19","150400453",2022-07-13 10:55:36,"FUYUANYU 715",NA,-46.1712683333333,-60.248765,4.2
"AIS.19","150400453",2022-05-30 14:26:48,"FUYUANYU 715",NA,-45.832035,-60.1258283333333,4.4
"AIS.19","150400453",2022-04-17 01:52:25,"FUYUANYU 715",NA,-45.54436,-60.1206516666667,7.6
"AIS.19","150400453",2022-05-21 13:00:03,"FUYUANYU 715",NA,-45.9222233333333,-60.167455,4.3
"AIS.19","150400453",2022-04-20 21:40:35,"FUYUANYU 715",NA,-45.8060733333333,-60.1385866666667,2.3
"AIS.19","150400453",2022-07-18 05:37:46,"FUYUANYU 715",NA,-45.0388483333333,-59.2584016666667,9.4
"AIS.19","150400453",2022-03-30 02:51:50,"FUYUANYU 715",NA,-45.4817433333333,-60.01465,1.7
"AIS.19","150400453",2022-06-01 11:18:41,"FUYUANYU 715",NA,-45.531825,-60.0880216666667,3.5
"AIS.19","150400453",2022-02-23 14:02:51,"FUYUANYU 715",NA,-45.311875,-60.220575,2.5
"AIS.19","150400453",2022-05-30 13:50:43,"FUYUANYU 715",NA,-45.8767716666667,-60.1340966666667,4.4
"AIS.19","150400453",2022-06-26 13:00:16,"FUYUANYU 715",NA,-45.8798133333333,-60.164645,3.3
"AIS.19","150400453",2022-07-03 08:46:15,"FUYUANYU 715",NA,-45.9010516666667,-60.18677,0.5
"AIS.19","150400453",2022-06-19 00:10:40,"FUYUANYU 715",NA,-45.8980666666667,-60.1927016666667,1
"AIS.19","150400453",2022-05-15 04:05:23,"FUYUANYU 715",NA,-45.1984083333333,-60.013675,1.5
"AIS.19","150400453",2021-12-26 19:38:07,"FUYUANYU 715",NA,-45.3763533333333,-60.4954883333333,0.3
"AIS.19","150400453",2022-06-04 02:23:35,"FUYUANYU 715",NA,-46.1456733333333,-60.2473133333333,0.3
"AIS.19","150400453",2022-07-12 06:17:49,"FUYUANYU 715",NA,-45.7871483333333,-60.181435,0.6
"AIS.19","150400453",2022-05-22 08:31:28,"FUYUANYU 715",NA,-45.9380666666667,-60.1464316666667,1.7
"AIS.19","150400453",2022-04-29 18:01:54,"FUYUANYU 715",NA,-45.1643433333333,-60.0071933333333,4.1
"AIS.19","150400453",2022-04-04 20:07:04,"FUYUANYU 715",NA,-45.22226,-60.03063,4.3
"AIS.19","150400453",2022-01-28 12:36:41,"FUYUANYU 715",NA,-45.3135666666667,-60.4899,5
"AIS.19","150400453",2022-01-05 14:21:38,"FUYUANYU 715",NA,-45.31067,-60.5177983333333,4.7
"AIS.19","150400453",2022-05-10 14:41:11,"FUYUANYU 715",NA,-45.644705,-60.1055766666667,4.3
"AIS.19","150400453",2022-01-05 11:27:20,"FUYUANYU 715",NA,-45.1570033333333,-60.3353016666667,4.7
"AIS.19","150400453",2022-05-11 01:42:26,"FUYUANYU 715",NA,-46.0115566666667,-60.2203233333333,8.1
"AIS.19","150400453",2022-06-12 17:44:27,"FUYUANYU 715",NA,-45.750855,-60.22469,0.8
"AIS.19","150400453",2022-07-13 18:26:27,"FUYUANYU 715",NA,-46.5369783333333,-60.53505,1.1
"AIS.19","150400453",2022-07-03 03:40:07,"FUYUANYU 715",NA,-45.9008533333333,-60.187785,0.9
"AIS.19","150400453",2022-04-25 10:29:49,"FUYUANYU 715",NA,-43.7008583333333,-57.8012,0.9
"AIS.19","150400453",2022-02-01 05:32:10,"FUYUANYU 715",NA,-45.6219983333333,-60.3167633333333,0.5
"AIS.19","150400453",2022-07-20 20:04:50,"FUYUANYU 715",NA,-44.5081283333333,-59.0320316666667,1.5
"AIS.19","150400453",2022-07-04 06:54:00,"FUYUANYU 715",NA,-46.4471766666667,-60.3962783333333,1.5
"AIS.19","150400453",2022-02-26 07:08:25,"FUYUANYU 715",NA,-45.1823366666667,-60.16579,0.3
"AIS.19","150400453",2022-07-07 07:46:22,"FUYUANYU 715",NA,-46.6313366666667,-60.6705666666667,0.6
"AIS.19","150400453",2022-01-14 06:46:50,"FUYUANYU 715",NA,-45.6050733333333,-60.4534583333333,0.5
"AIS.19","150400453",2022-04-21 00:40:40,"FUYUANYU 715",NA,-45.8031233333333,-60.1789233333333,0.7
"AIS.19","150400453",2022-04-10 02:26:04,"FUYUANYU 715",NA,-45.6712283333333,-60.1748233333333,0.7
